ID,Title,Artists,lyrics
79643,朝ANSWER,PENGIN,流れに沿って生きてゆけばいい逃げ場所見つけて　隠れちゃえばいい顔色変えないで　頷いたふり『なんとかなるよ』全部、問題は後に回したり気づけば取り残されて君の背中追いかけるばかりの鳥になってあの空に憧れ雲を掻き分けて光を探す朝になっても　霧が溶けずに陽が昇っても　君は見えないけど僕の世界に闇が誘いかけても笑い飛ばして　光探すよ　今を楽しんで謎だらけの意味が解けない罪だらけの日々に愛をくれる確かな今日と　まだ見ぬ明日の答え探しの旅に出るその声を　聞かせて…無縁の世界なんてあるのだろうか?無念で終えるより貫けばいい裏切られても傷つかないぐらいの距離冷めた関係が寂しかったり納得がいかなくて明日の自分、本当の自分じゃないようで何かに脅えて熱い想い何処に辿り着ける君にとってのチカラになりたいたった一人でも声を上げたいもし誰か無邪気に僕の背中に指を指しても強く　立ち上がれよ　曝け出せ変幻自在で厳選したい先はいったい何処が安全地帯!!出会いの中で信じていたいのさ　踏み堪えるぜ　限界はないLOW　HI　MIDDLE　合わせたなら　勝敗挑む　間違いは無いget up get up さぁ朝になれ　決意拳の中　walk this way!!まるで僕らは常識に迷い込んでる当たり前のカタチに恋を抱いてる神の子達はいつの間に踊らされてるそれがイヤなら　そのカベ今すぐ壊せ!!!!朝になっても　霧が溶けずに陽が昇っても　君は見えないけど僕の世界に君が微笑んだなら全ての闇に光が射すよ痛みを越えて君にとってのチカラになりたい愛だらけの日々になるように抱えきれない程の夢を探そう見えないけれど　確かにその声が　聞こえる…
133151,故郷,LEGEND,兎追いし　彼の山小鮒釣りし　彼の川夢は今も　巡りて忘れ難き故郷如何にいます　父母恙無しや　友がき雨に風に　つけても思ひ出づる　故郷志を　果たしていつの日にか　帰らん山は青き　故郷水は清き　故郷
334,あの夏の花火,DREAMS COME TRUE,遠くから　胸震わす　音が響いてくる蒸し暑い　闇の向こうが焼けている閃光が呼び覚ました　あの夏の花火を川風が運んだ　火薬の匂いを人であふれる堤防　はぐれないように間近で見た10号玉　まばたきを忘れた今頃　あなたも　どこかで　思い出してるの?あの日のこと友達にひやかされた　もう夏の初めには2人して　鼻と頬だけ　焼けていた川に落ちる花びらが　消えていく間際に立てる音がせつなくて　目をそらせなかった今頃　あなたも　誰かと　今年の花火を見てるの?散ってく季節を　一緒に生きて行ける人　見つけた?残る煙り　かすむ大三角主役うばわれた　8月の星座今頃　あなたも　どこかで　思い出してるの?あの夏の花火を今年も綺麗ね　あの日と同じように　輝く花達今頃　あなたも　どこかで　散ってく季節を生きてる今頃　誰かと――
28989,STRESS INTO DI BRAIN,BOXER KID,PEOPLE CRY OUT　このままでは消えてしまうライトBOXER ALONGSIDE LEFTSIDE　見せるFLIGHTTHIS ONE NAME STRESS INTO DI BRAIN気分がグレーになるからまるチェーン　NOいい加減にしてくれ　もう我慢の限界バビロンシステムSTRESS INTO DI BRAIN　暗闇からのインディペンデント　YEH善と悪見つめ直すため　真実語る切ない説明FOR EXAMPLE俺ら　まだこの国じゃ鳴く閑古鳥　思うにこの好みほど程々に　楽しめるものなんて無いのに意味なく疑うポリス　お堅い頭のまま　DONT BELIEVEそれならいつまでも言うつもり　SMORKING TREE　で　EVERY THING CRISSTHIS ONE NAME STRESS INTO DI BRAIN気分がグレーになるからまるチェーン　NOいい加減にしてくれ　もう我慢の限界バビロンシステムSTRESS INTO DI BRAIN　暗闇からのインディペンデント　YEH善と悪見つめ直すため　真実語る切ない説明FOR EXAMPLE MONEY　手に入れるため探すネタになる種妙に不条理な世の中で繰り広げられる様々な場面冷たい雨吹き付ける風　その一度だけの大きな賭けピンチの後来るチャンス待て　掴むまで諦めること無かれTHIS ONE NAME STRESS INTO DI BRAIN気分がグレーになるからまるチェーン　NOいい加減にしてくれ　もう我慢の限界バビロンシステムSTRESS INTO DI BRAIN　暗闇からのインディペンデント　YEH善と悪見つめ直すため　真実語る切ない説明FOR EXAMPLE DANCEHALL　積み重ねてきた盛り沢山の歴史と文化に強く反応して　リアルになるとすごく感動時に迷い込むダンジョン　でもこの音楽があれば大丈夫余計なネガティブは解除したなら　R街道まで　即ガイドDONT FORGET REMEMBER THE DAYS　思えば始まりはいつからかDONT FORGET REMEMBER THE DAYS　強く立ち上がった自らがDONT FORGET REMEMBER THE DAYS　瞬く間に時はたつがDONT FORGET REMEMBER THE DAYS　決して忘れられないはずだTHIS ONE NAME STRESS INTO DI BRAIN気分がグレーになるからまるチェーン　NOいい加減にしてくれ　もう我慢の限界バビロンシステムSTRESS INTO DI BRAIN　暗闇からのインディペンデント　YEH善と悪見つめ直すため　真実語る切ない説明PEOPLE CRY OUT　このままでは消えてしまうライトBOXER ALONGSIDE LEFTSIDE　見せるFLIGHT
140356,夢より素敵な,Raphael-Starring 華月-,一人きりの空　ふと気がついた見えないくらい　いつも側にいた　そう君の事言えない不安に怯える夜も僕よりも僕を信じてくれた　そう君の声僕がいる事も　笑える事も一つ一つの小さな奇蹟　君に逢えた事見えない時でも　信じ合えたから目を開いて　見せてあげる　そう二人の世界今 夢より素敵な　夢を見せてあげるから…終わりはしない　二人の Never Ending Love Storyどんな優しさでも　寂しさはかくせないね寂しさの一つ一つに　僕がいれたら崩れそうな苦しみも　伝えられぬ夜も信じてくれたね　だから今僕が　癒してあげる今　誰より素敵な僕で君を包むからさあ　始めよう二人だけの物語そう　何より素敵な場所はここだから…また逢えるよね　誰より素敵な君に今　夢より素敵な　夢を見せてあげるから…終わりはしない　二人の Never Ending Love Story
197318,チョコレート・ホリック,トゥライ,最初はただ“好き”で次は“愛してる”いつの間に　気付かないうちにはまっているんだもうお腹いっぱいって　そう思ったのにどうしても　いま欲しいやめられなくなっていく愛が足りないよって　叫ぶんだこれじゃ足りないよって　嘆くんだきっと短い夢　いくつも見ていた溶け出すチョコレート　指先ですくってその甘さが当たり前になった頃　注ぎ足す零れたチョコレート　甘さと引き換えにそれ無しでは生きていけない危険な中毒(ホリック)だから単純明快な欲望に支配されその場から勣く事さえ出来なくなるように愛が足りないよって　叫ぶんだこれじゃ足りないよって　嘆くんだきっと短い夢　誰より望んだ流れ出すチョコレート　手のひらで受け取るこの涙と混ざりあって　切なさこみ上げる色づくチョコレート　白い床汚して広い部屋に香り残す危険な罠(トリック)だろう？もうお腹いっぱいで　もうこれ以上要らないそれなのに　いま欲しいやめられなくなっていた溶け出すチョコレート　指先ですくってその甘さが当たり前になった頃　注ぎ足す零れたチョコレート　甘すぎた代償それ無しでは生きていけない悲しいだけの　チョコレート・ホリック
167009,空虚な部屋,MUCC,暗い部屋　子守歌唄ってあげるさぁおやすみ飲み干して　眠り薬さぁ夢の中へ熱帯夜　深爪の指で探る鳴らない電話誰からも必要とされていない錯覚に陥るいつまでも　この部屋の小さな窓から聖者の行進をただ眺めているだけ生命の太陽は　この部屋を照らしてはくれない存在の証明失い堕ちて行く加速度を上げて飲み込んだパラノイアビー玉の眼球はこの世界を屈折歪ませ写し込む悲しき孤独病に侵された心何もない世界空虚で鬱なる世界真白な壁にへばりつく影が笑った漠然たる孤独の中で誰かオレの名を呼んでくれこのオレの存在をこのオレの存在を何もない世界空虚で鬱なる世界真暗な部屋にへばりつく彼は叫ぶ叫ぶ存在の証明誰かオレの名を存在の証明生きている意味を
78136,もどかしい日々,サカナクション,夕日が痛いな　そこに一人溺れかけた時代の向こうに渦巻く空　そこに何があるかわからないけど生きていた隣同士でわかったのは　赤いその服のように手招きする君の横顔はめくるめく日々の欠片のよう
198211,サボテン,ソン・シギョン,ヌン　トゥジ　マラヨ　チャムドゥン　チェ　クニャン　イッソヨ　クデヌンムル　モッボン　チョク　ハルケヨハンボンマン　ト　クデエ　コウ　ノルグルル　カスメ　セギルス　イッケヘジョヨナル　チャプチマラヨ　ネ　モンナン　サラン　アネソ　クデン　ノムヒムドゥロツチャナヨネ　ヨクシミ　クデルル　ケウル　ス　オプケ　イデロ　マロプシ　トナルス　イッケ　トワジョヨサランヘソ　ネガ　カカイ　カルスロク　クデ　マメン　サンチョガキポジョウリヌン　ノムナ　タムジ　モテッジョ　ウリエゲ　ホラッデン　ゴンクジョ　パラボヌニルコジスル　マラル　テン　ネ　ヌヌル　ピハドン　クデル　ネガ　ノムナチャル　アルジャナヨピョンハモプシ　サランハンダヌン　コジンマル　オイリョ　ネ　マムルビョンドゥルゲ　ヘッチョ　アルジャナヨサランヘソ　ネガ　カカイ　カルスロク　クデ　マメン　サンチョガキポジョウリヌン　ノムナ　タムジ　モテッジョ　ウリエゲ　ホラクデン　ゴンクジョ　パラボヌニルホンジャ　カヤハル　クデエ　ギリ　ヒミ　トゥルテン　ナエ　イルムルブロヨアナジュル　スヌ　ノプチマン　クデル　チキョジュル　スイットロッカックムシンマン　ナル　チャジャジュル　ス　ノンナヨ　タルン　サラムハムケラド　チョアヨクデエ　モスブマン　ボル　ス　イッタミョン　ケンチャナヨオルマドゥンジ　キョンドョネル　ス　イッソヨナ　キダリルケヨ
88149,化粧,坂本冬美,化粧なんてどうでもいいと思ってきたけれどせめて今夜だけでもきれいになりたい今夜あたしはあんたに逢いにゆくから最後の最後に逢いにゆくからあたしが出した手紙の束を返してよ誰かと二人で読むのはやめてよ放り出された昔を胸に抱えたら見慣れた夜道を走って帰る流れるな涙心でとまれ流れるな涙バスが出るまでバカだねバカだねバカだねあたし愛してほしいと思ったなんてバカだねバカだねバカのくせに愛してもらえるつもりでいたなんて化粧なんてどうでもいいと思ってきたけれど今夜死んでもいいからきれいになりたいこんなことならあいつを捨てなきゃよかったと最後の最後にあんたに思われたい流れるな涙心でとまれ流れるな涙バスが出るまでバカだねバカだねバカだねあたし愛してほしいと思ったなんてバカだねバカだねバカのくせに愛してもらえるつもりでいたなんて流れるな涙心でとまれ流れるな涙バスが出るまでバカだねバカだねバカだねあたし愛してほしいと思ったなんてバカだねバカだねバカのくせに愛してもらえるつもりでいたなんて
235919,我武者羅,CLOWD,無様に生きる　無謀に走る無意味な情は　いらないや無援孤立でも　無抵抗に上等無意義な時間は　いらないや絶望へと　堕ちたなら残るは　這い上がるその手のひらそうさBang up！！ @Good days経験ゼロ%の美談だろShut up！！ @Good days壊せ　理想よりリアルFuck up！！ @Good daysみっつ先　見据えたいんならそう　生き絶えろ　我武者羅で一時停止もない　巻き戻しもない編集・カットもない　絶賛生中継自主規制はもう　薄れるほどに今なら言える　「　」！！誰もが　嫌うのだろうそれでも　伸ばすのはそうこの手のひらそうさBang up！！ @Good days甘い水を浴びたいんだろShut up！！ @Good days毒される人生意味もないFuck up！！ @Good daysふたつも心臓は持てないならそう　足宛いてけ　我武者羅でchump boys&chump girlsどんな育ち方をしたって　きっと問題アリでしょどんな生き方をしたって　きっと問題ナイでしょ痛みも　苦しみも笑いも　幸せさえもその手のなかそうさBang up！！ @Good days経験ゼロ%の美談だろShut up！！ @Good days壊せ　理想よりリアルFuck up！！ @Good daysひとつの存在証明しちゃってさもう　敵は自分だけじゃないそして…その手で撃ち抜け
162462,走りぬけた夜の数だけ,アースシェイカー,幼い頃さ　抱えきれぬ夢が覗いた　Road map近くに見えた　あの街がなぜかやけに遠いぜ　夜のFreewayThe daylight and midnight外れたままの　歯車が時を刻む　サイクル乱しはじめても走りぬけた夜の数だけ  俺達は夢に出会えた走りぬけた夜の数だけ  いつも君の笑顔に出会えた人はルールに　情熱も削られ明日を待つのか？夢を語れば“はみだし者”と罵声飛びかう　ふきだまりでThe sadness and loneliness“自分の腕にしまいな”と人気のないParkingおどけ　強がりも見せた走りぬけた夜の数だけ  俺達は夢に出会えた走りぬけた夜の数だけ  いつも君の笑顔に出会えた夢に描いた道は　いつも遠回りさすりきれた革のBoots俺達の証さ走りぬけた夜の数だけ　俺達は夢に出会えた走りぬけた夜の数だけ　いつも君の笑顔に出会えた
240696,僕らの制服クリスマス,=LOVE,君に似合うと思ったんだグレンチェックのマフラー見たことない景色は僕らの制服クリスマス「特別な日なのに　ごめん、待たせちゃって」夕暮れの乾いた風君のスカートが　揺れる「大丈夫　私もさっき着いたところ」少し赤くなった鼻で恥ずかしそうに笑う周りにはまだ内緒にしよう二人の世界が始まる君に似合うと思ったんだグレンチェックのマフラー繋いだ掌から　好きがあふれるコンビニケーキ　冷めたチキン完璧ではないけどこれがきっと「幸せ」僕らの制服クリスマス優しく抱き寄せて　強引にキスをするなんてことできないまま空の色だけが変わる真っ直ぐな瞳　僕は戸惑う君の唇が　近づく僕の気持ちは止まらないよきっと君よりも　もう僕のこのドキドキが　バレないようにそう来年の　クリスマスは僕が勇気を出すね初めてのトキメキは君との制服クリスマス改札の前　君の手つかみ大人にはもう見えない世界制服のまま　飛び出そう君に似合うと思ったんだグレンチェックのマフラー繋いだ掌から好きがあふれる大人になって　今日この日を僕は　思い出すだろう世界中で1番　素敵な君とのクリスマス今　わかった「幸せ」僕らの制服クリスマス
19444,マツケンマンボ,松平健,どこへ帰るのあの女はうしろ姿が　懐かしい抱いてやりたい　黄昏は男心を　揺らすのさア・マンボ　ア・マンボ　マンボ!花を咲かそう　もう一度夢をみようよ　もう一度花の　花の花の松健マンボ恋につかれた　あの女は雨の夜には　すすり泣く泪ぬぐって　あげようか粋な道行き　雨上がりア・マンボ　ア・マンボ　マンボ!花は散っても　また開く夢は散っても　また開く花の　花の花の松健マンボ愛をほしがる　あの女は甘く優しい　眼をしてるどうせ一度の　人生と燃えてみたいと　生きているア・マンボ　ア・マンボ　マンボ!花を咲かそう　もう一度夢をみようよ　もう一度花の　花の花の松健マンボ
164654,ぽっぴんジャンプ♪,チマメ隊,ぽっぴんジャンプ♪ せーのっ！でラッタッタ　行きましょ！春風スウィングしてる通りを行けばいつもの笑顔に　きっと会えるね苺パフェもいいけど　カフェラテ気分ですトキメキの更新は　毎日したい甘い？酸っぱい？それとも苦い？直感を信じて行こうよせーので　ぽっぴんジャンプ♪ 一緒ならなんだって楽しいって夢みる音符みたい　ドキドキが届くはっぴーステップ　笑顔でラッタッタ　駆け出そう晴れのち晴れなんですキラメキに真っすぐ進もう青空と雲みたい　マーブル模様重なる気持ちで　輝くセカイしゅわしゅわサイダー達の　イタズラはじけて目覚めた始まりに　ワクワクしてる好奇心に正直でいようゆずれないものは何だろう先へと　ぽっぴんジャンプ♪ 飛び込んでラッキーもつかまえてあれもこれも全部　カラフルにしちゃえすてっぴんストップ　休憩もやっぱり大事ね！深呼吸で集めた　しあわせの風景　ギュッてしたいキミへと　ぽっぴんジャンプ♪ 一緒ならもうちょっと冒険夢みる音符はじけて　ドキドキと急ぐはっぴーステップ　笑顔でラッタッタ　もっともっと晴れのち晴れなんですキラメキに真っすぐ行こうよぽっぴんジャンプ♪ せーのっ！でラッタッタ　もっともっとぽっぴんジャンプ♪ はじけてラッタッタ　楽しいね
104255,砂漠の雪,MELL,あやまちが許されてゆく　ほんの一瞬顔を上げてときめきに頬を染めたら　時間をちょっと忘れてた12月に三つの願い数えながら噛みしめてた不自然な気持ち辛くて押さえきれずに　伝えたけど…一番の苦しみ　愛する者と別れ癒えた傷失った情熱冷めた瞳(め)あなたが欲しいと叫んだこの心は砂漠に雪が降る様な奇跡二度と現れない夜よ潤して嗚呼傷つけてその指先で…焼き付けて… もっと私を熱く炎が満ち干く様に切り裂いて背中にこもる　罪深げな手から守って人を愛した時に　溢れるものの全てお願い何じくらい一糸乱れてあなたが欲しいと叫んだこの肌は灼熱の夢?おごそかな渇き?ニ度と現れない遠くの蜃気楼この歓びをふたりの息であなたが欲しいと叫べばこの心は砂漠を白く雪に染めるから私の世界ならいらない　その胸を焦がして満たす愛になって行く…
136627,浮かれた大学生は死ね,石風呂,鴨川の沿線上　並ぶ男女の数を数えて眠ろうか　そんな気分だった大量のガソリンを　そこにぶちまけて火を点けよう、火を点けよう今日は、寒いな　けれど僕は一人だからなんなんだ　気になんかしないけど数百の火薬を　そこにぶちまけて火を点けよう、火を点けよう勿論ほんとにゃしなけどていうかそれは犯罪だよ僕らはいつでも健全さ不純がどこにも入る余地がない涙を流しながら　少しだけ笑うような嘘だらけの夜だった言葉をぶつけながら　それを溶かすようなそんな人になりたい　今すぐなりたい御堂筋の沿線上　遥か京の景色思い浮かべながら　京阪電鉄のりこんで車内でいちゃつく　男女の組み合わせ火を点けよう、火を点けようカップルが往く町を　暗黒微笑ですり抜けて天一の本店を僕は目指すのさ人を助けながら　誰かを殺すようなゴミだらけの町だった愛を歌いながら　唾を吐き捨てるような矛盾だらけの僕だった恋人がいないからって、くよくよせんでもいいぜそういうのが一番　イライラするぜ誰も別に　くよくよなんかしてないぶっ飛ばしてやろうか僕らの毎日にゃ嗚呼、甘い町の中で　少しだけ笑えるようなそんな余裕も必要さ辛い毎日の中で　奇しくも笑うようなおかしな僕がいいんだただ最後にひとつ、これだけ言っておきたいな浮かれた大学生は　死ね
65526,海月,LUNKHEAD,じっとりじっとりなんだか汗ばむじっとり熱い夜ぼんやりぼんやりいつかの夏を思い出してしまったひんやりひんやりあの夜僕らは二匹の海月になってべったりべったり纏わり茹だる人の海に揺られていたまっかなまっかなまっかな花火が君のおっきなおっきなおっきな瞳に映る真夏の夜の幻　あの日の恋の幻ありふれた僕たちが背伸びをしたあの夏真夏の夜の幻　あの日の恋の幻あの夏を、あの恋を、何故だか淡く思い出すなんだかなんだかじんわり胸が軋むな淋しくないのに思わず淋しくなるな真夏の夜の幻　あの日の恋の幻ありふれたこの街に今年も夏が来るのだな真夏の夜の幻　あの日の恋の幻あの夏は、あの恋は、もう何処にもないのにひっそりひっそりひっそりひっそり……夜が滲んだ真夏の夜の幻　あの日の恋の幻ありふれたこの街に今年も夏が来るけど真夏の夜の幻　あの日の恋の幻あの夏は、あの恋は、二度と帰ってこない
104712,Shampoo,Hilcrhyme,その濡れた香りを嗅ぐと思い出す忘れてしまわないようにShampoo 香る まるでフレグランスまた誰かとすれ違うかおる香り 不意に無意識辿る過去に色も褪せたそのヴィジョンに問う思い出したいの？したくないの？自問自答香水よりも強烈に残る 鼻に頭に会いたくなるあなたにあそこ行けば… ここ歩いていれば…もしかして会えるかもしれないIt's flash back 残るジレンマはremember that days本当はもう消してぇんだTry again 試すデリート そう何回もでも何故このファイル無くなんないの？ちょうど出会った季節の頃にあなたは去った 香りだけ残し部屋、トイレ、風呂場も探した誰もいない家にただいまその濡れた香りを嗅ぐと思い出す 忘れてしまいたいのに変わらぬもの 今も使い続けることは辛いけどその濡れた香りを嗅ぐと思い出す忘れてしまわないようにShampoo 香る まるでフレグランスねぇ、ガラス張りのバスの湯気のむこう恥ずかしくて見れない上を向こう長い長いその濡れた髪はまるで天女横で俺は少しだけ演奏できない直視 寝れない僕にそっと寄り添い迎える翌日朝のコーヒー 飲み干したら待つのは残酷な程の遠い距離同じもの使い出したシャンプー君が近くにいる気がした切らしたら買い足した ah俺を満たした香り それも今は過去にでも離れない離せない 既に俺にも欠かせないならいっそこのままでその濡れた香りを嗅ぐと思い出す 忘れてしまいたいのに変わらぬもの 今も使い続けることは辛いけどその濡れた香りを嗅ぐと思い出す忘れてしまわないようにShampoo 香る まるでフレグランスその濡れた香りを嗅ぐと思い出す 忘れてしまいたいのに変わらぬもの 今も使い続けることは辛いけどその濡れた香りを嗅ぐと思い出す忘れてしまわないようにShampoo 香る まるでフレグランス
146840,The Misfit Go,OLDCODEX,"届きそうな世界へI can sense the light clearwhen I'm in the Depthit change its form when I reach my hand outinside it, beside it...素通りな言葉にあざやかに裏切られWhat's been up with you？眩しい程に遠ざかって振り返る景色に見とれたんだThanks for the lies you let me downネガティブな交響戻れない儚い瞬間の中で見失ったんだろう悲しい嘘と嘲笑ってた僕は優しさを履き違えて風向きにも楯突いた日々は空の色忘れていた臆病になりそうな鼓膜も誤摩化せなくて震えた君の言葉遠ざかって溢れそうな想いに気付いたんだThanks for the vains you let me downブレていた肖像戻せない儚い瞬間の中で見失ったんだと悲しい嘘を受け入れた日々は描いた夢も失くして風と共に消え去った君の優しさに溺れていたto find out what is really going onI still remain lying down now, the misfit go騒々しい世界の先へ届きそうな気がしてた悲しい嘘と嘲笑ってた日々は優しさを履き違えて風の中に包まれた僕は空の色取り戻して悲しい嘘と諦めきれずに眼差しが覚えていた"
216446,かえりみち,ZABADAK,かくれんぼ　かくれてたらいつのまにか　ひとりきりおかしいね　木陰にだれかかくれていたのに通せんぼ　通りぬけたオニはどこ　ここはどこ日がくれる　おうちが遠いふりかえれば夜動きだした　心の窓を流れて行く　景色は遠く帰りたいな　帰るよ　帰れない近くても　たどりつけなくて届きそう　でも今は届かない目かくしされた　そのむこうへふるえてた　百舌の瞳砕け散った　ガラス玉七月の止まない雨いつまでも　見ていた大人になる　そのたび少し本当の僕に　耳をふさいだ帰りたいな　帰るよ　帰れない遊びつかれて　眠った日にいつまでも　いつまでも手をのばす行きつくことない　あの頃へ
127542,キラリ,三浦サリー,ずっと探してたココロの居場所何度も恋してきたつもりだけど完璧求めすぎてたキミに出逢ってやっと気づけたのこんな私でもいいかな??小さくてもキミの一番星のようにキラリキラリ…キミの笑顔の横で歩いてける幸せ昨日凹んだことも一瞬で消えてくよキラリキラリ…キミの左手にくるまれる私の右手守られてる…ってココロからそう思えるの「大好きだよ」って初めてキミが言ってくれたとき涙出ちゃったことねぇ、今も覚えてる?不思議そうに覗くキミの顔を見たらなんか笑いこぼれちゃって「大好きだよ」って素直に言えたよキラリキラリ…キミがくれる憧れてた夢のような時間このままずっとトキメキ抱きしめていたいキラリキラリ…キミの目に映る私はどんな顔してる?やっと見つけた、大切なキミのそばで「今日はどこに行こっか?」そんな会話さえ嬉しくてこんなあったかいキモチなのはキミがいるからだね誰にも見せなかった壊れそうな夜には「大丈夫だよ」ってぎゅっと抱きしめてくれたねずっとずっとずっとそばにいてキラリキラリキラリ　ラララララキラリキラリキラリ　ラララララキラリキラリ…キミの笑顔の横で歩いてける幸せ昨日凹んだことも一瞬で消えてくよキラリキラリ…キミの左手にくるまれる私の右手守られてる…ってココロからそう思えるのキラリキラリキラリ　ララララララララララキラリキラリキラリ　ララララララララララ
47213,目覚めた朝は…,ZARD,あんなに好きだった都会ももう夢中になるものはなくてベランダから見ていた空地はもうすぐビルが立ち並び 変わってしまうよどこに行こうと君の自由だけどせめて夢に出る時くらいは笑っていてよああ 目覚めた朝はglayな曇り空なんだか冴えない僕の気持ちに似ていた知らないから言えた事も知りすぎると言えなくなるこんなに心をみせた女(ひと)はいないよ暴言(あれ)は強がりだと気付いて欲しいどうしたら昔の二人に戻れるだろう季節がさらっていってしまうよああ 目覚めた朝はblueな雨だった一日で最初に思い出すのは君の顔ああ 急いで追いつかなくちゃ…君は目の前を通り過ぎて行ってしまうからああ 駆け出した車は振り向かない打ち明けたかったよ “今でも愛している”と
18941,One True Love,"10,000Promises.",今 切なくて 苦しいほど 会いたい君しか見えない 思いを重ねては 夜が明けて行く僕の側にいてよ 抱きしめてよ君に 君だけに 会いたくて言葉などいらない 何もいらない僕は ただ1つの 愛を信じて 君と歩いて行くkeep my faith 離さない 君を悲しませないtouch your faith 今までは 傷付けてah~ゴメン僕の側にいてよ 抱きしめてよ君に 君だけに 会いたくて言葉などいらない 何もいらない僕は ただ1つの 愛を信じて 君と歩いて行こう誤魔化すように ただ 偽っていた駄目な僕には 君の笑顔が 愛しいめぐり会えた二人 このキセキはいつも いつまでも 離れない涙 溢る時も 笑う時もここに僕が今 生きているのはそこに君が いるからforever and ever星が降る夜STAY STAY STAYどんな時でも 君の側にいたい
17584,湯けむりの宿,西方裕之,送る背中が　つらいからわたし始発で　帰ります湯けむりの湯けむりの　なさけ宿昨夜あなたに　愛されて今朝はわかれる　いで湯駅明日が見えない　ふたりでも契(ちぎ)る情けに　うそはない湯けむりの湯けむりの　しのび宿光る線路の　その先は狭霧(さぎり)流れる　いで湯駅倫(みち)にはずれた　恋だけど罪はわたしが　せおいます湯けむりの湯けむりの　かくれ宿胸にあなたの　ぬくもりを抱いて汽車待つ　いで湯駅
252662,サセル体操(Gymnastics to make),Sweet Robots Against The Machine,おはようございます。サセル体操第一腕を前から上にあげさせて、強引に背伸びの運動5人がかりで手足の運動相手の弱みにつけ込んで腕を回させる立場を利用して胸の運動権力をチラつかせながら足を開かせて横振りどさくさに紛れて体を横に曲げさせる言葉巧みに前下に曲げさせる混乱に乗じて上体を前後に曲げさせるお酒の力を借りて手を腰後ろに曲げさせる正式な手続きを踏んで腕を振らせて体を捻らせる身内を巻き込んで足を戻させて手足の運動をさせるなし崩し的に足を横に出させて斜め下に曲げさせる情に訴えて腕を振らせて体を回させる業者に頼んで足を戻させて、両足飛びさせる遠隔操作で手足の運動金に物を言わせてのびのびと深呼吸それでは今日も一日元気に頑張らせましょう
52809,Bite to All,the GazettE,溶け出したチョコレートのようさ使いっ走りのmoney making joker用がなくなりゃtrash boxに突っ込まれてさ　pig of hell on earth ha ha利用されて捨てられた　SMHあんたは俺に向かってこう言った「せいぜい光もしねぇダイアでも磨いときな」スクラップライドルーザーが吠えてやがるぜS1 Bite to hips.royal dog!S2 Flatter or Die?which are you?S3 This Life is gambleS4 Bet you on dice of the R&Rbadguy気取ったbulldog menbootsも履かずに踊っているcoxまたいでcuteよりはあんたにはそっちがお似合いだぜwhite frag高々かざすそれはエンブレムか?ニヒルクールもう終わりか裏のマスター?Can you still play if fanged?「Come on! pig of hell on earth!」
