ID,Title,Artists,lyrics
239839,恋の戦士,むすびズム,かがやき　求めて踏み出す　世界へ始まりを　告げる　シンフォニードキドキ　してるホップ　ステップ　ジャンプ攻略の　レベルも　アップ　Uhナイトは　みんな　魔法が　使えるから銀河の果てまで　到達できちゃうイメージヒカリの速さで　爆発するんだビッグバンボクらは　恋の戦士　だれにも止められないこのコブシ掲げたら　敵はいつでも一撃必殺ボクらは　恋の戦士　スペクタクルな気持ち未来へと続く日々　追いかける　ファイター何度でも　オーライ　立ち上がる　もう一回守り抜きたい　夢シアワセ　重ねてその胸に　響く　テレパシー信じて　うたうウォーク　スキップ　ランニング最高の　スキルで　ダッシュ　Uhハートも　踊る　魔法は　ミラクルパワー鼓動リンクする　運命のループたどって宇宙を超えてみたい　革命級のペースでボクらは　恋の戦士　すべてを懸けて生きる明日へのイズムなら　どんな時でも百発百中ボクらは　恋の戦士　ナミダにさえ負けない大切な今を抱いて　ともに行こう　ヒーロー転んでも　オーケー　立ち向かう　1000％ボクらは　恋の戦士　だれにも止められないこのコブシ掲げたら　敵はいつでも一撃必殺ボクらは　恋の戦士　スペクタクルな気持ち未来へと続く日々　追いかける　ファイター何度でも　オーライ　立ち上がる　もう一回
15564,Never mind,Kids Alive,今　キミはこんなにこんなに…輝いているきっと明日をつかめるよ新しい日々　新しい街みんな　それぞれ歩き出すこれから始まる物語に少し戸惑いながら「大丈夫　頑張れるサ…」立ち並ぶビルの下　したたかに咲いているこの花のように今　キミは　こんなにこんなに…輝いているきっと明日をつかめるよだから　どんなにどんなに…くじけそうでも歩こうその強さが道を照らすからウマくいかずに立ち止まり涙　流すこともある大人が作った矛盾な世界につまずくこともある「大丈夫　頑張れるサ…」限りなく進んでいく後戻りを知らない　あの川のように今　キミは　こんなにこんなに…輝いているきっと明日をつかめるよだから　いつでもいつでも　あきらめないで歩こうそしてこの広い空に　キミの夢をかざそう「大切なことは自分を失(な)くさないことさ」今　キミは　こんなにこんなに…輝いているきっと明日をつかめるよだから　どんなにどんなに…くじけそうでも歩こうその強さが道を照らすから
61370,Smile For Me,HOUND DOG,泣きたかっただけなんだきっとあのとき誰でもいいから抱いててほしくて防波堤から見つめる海が好きだった風の音にまぎれてなにかを思いだせたそれぞれの夢　少し見ていただけさほんとの気持ちを　ふたりでわかちあいたいよSmile For Me君のまぶしさに生まれた奇跡を　信じたいSmile For Youすべて受けとめてずっとふたりさ　ふたりさひとりで傷ついたのは誰かを信じて愛した証しと思えればいいのに唇にふれたくてもためいきが邪魔する涙がこぼれた時間をほどきたいよ長い夜でも　消えぬ微笑み　捜しさみしいときには　いつでも飛んでゆきたいよSmile For Meはるか未来までつないだこの手　離さないSmile For You君のためだけに涙の痕を忘れてSmile For Me君のまぶしさに生まれた奇跡を　信じたいSmile For Meはるか未来までつないだこの手　離さないSmile For Youすべて受けとめてずっとふたりさ　ふたりさI Wanna Hold YouBaby All The Way
228778,Mona Lisa,D'ERLANGER,レフトハンドのMAKE LOVE　ふしだらにI LOVE YOUアヴァンギャルドなチークダンス　そうさBaby Baby Crazy Baby　夜が消える前に口唇からJEALOUSY　天使と悪魔がマーマレードなランデヴー　キミとBaby Baby Crazy Baby　キミが笑う前に艶やかな　けだるいKISSびしょ濡れのMOONLIGHT　シャワーの後遊び上手なJULIET　気取り屋のROMEO　ビロードみたいに　そっとBaby Baby Crazy Baby　キミに触れる前に囁くような　淫らなKISS凍えそうなMOONLIGHT　爪を噛んだDancing' in the pleasurenightカリスマの影はそっと猥褻　きわどいマーメード愛してるって　この夜をトかすなら　これで終れるわトロける程　嘘つきなKISSシリアスなMOONLIGHT　薔薇と踊れDancing' in the pleasurenightカリスマの影はそっと猥褻　きわどいマーメード愛してるってこの夜をトかすなら　これで終れるわDancing' in the loneliness絡みつく月影がやらしく　くちずさむアイロニー愛はいつも気紛れに微笑んで　夜を終わらせて夜を終わらせて...
13523,シンデレラ・アカデミー,ユニコーン,噂にも上らない　話してもつまらないどこにでもいるような　グレイなのっぽ誰も気づいてない　猫背の後側ズームアップしてみたら　瞳がゴージャス俺は魔術師　Hey　girl　言う通りにしてごらん大丈夫愛してる　叫ぶアブラカダブラPurple　eyes　そう　エッチな視線覚えて親近感　持たせるだけじゃだめぶ厚い　レンズ　メガネなんかはずしてほらね　見違えたぜ　アヒルの子シンデレラとランチタイムさ噂じゃ　高嶺の花　VOGUEのモデルはだしどこかで見かけたけど　相手ものっぽ俺は魔術師　No　girl　言う通りにしてごらん大丈夫愛してる　叫ぶアブラカダブラ一生懸命　Dress　up　今さらながらIt's　too　late　この恋の魔法で天真爛漫“そのシャツ似合わないわ”大逆転　軽い挨拶だけシンデレラは俺のものでしょバイバイ　バイバイ　Oh　girl　種も仕掛けもミエミエ大丈夫愛してる　Once　again　叫ぶアブラカダブラ一生懸命　Dress　up　今さらながらIt's　too　late　この恋の魔法でここ一番　そう　クールな視線覚えて安心感　持たせるだけじゃだめだめ一生懸命　Dress　Up　今さらながらIt's　too　late　この恋の魔法でシンデレラとランチタイムシンデレラは俺のものだシンデレラは
153303,プラチナ,松下唯,I'm a dreamer ひそむパワー私の世界夢と恋と不安で出来てるでも想像もしないもの　隠れてるはず空に向かう木々のようにあなたをまっすぐ見つめてるみつけたいなあ　かなえたいなあ信じるそれだけで越えられないものはない歌うように奇蹟のように「思い」が全てを変えてゆくよきっと　きっと　驚くくらいI'm a dreamer ひそむパワーまだ見ぬ世界そこで何が待っていてももしも理想とちがっても　恐れはしない鳥たちは風にのり旅をしてゆく今日から明日へと伝えたいなあ　さけびたいなあこの世に一つだけの存在である私祈るように星のようにちいさな光だけど何時かはもっと　もっと　つよくなりたい限界のない可能性がここにある　この手にIt's gonna be your worldみつけたいなあ　かなえたいなあ信じるそれだけで越えられないものはない歌うように奇蹟のように「思い」が全てを変えてゆくよきっと　きっと　驚くくらい
141724,Fuck you very much,The Mirraz,fuck you very much 心からありがとう感謝しておりますfuck you very much 最悪な事態にだって感謝してます人の夢食って生きるようなやつがいるから気をつけて言うなればバクだ　神様のバグかもね騙されないで最近はどう?感心だね不完全な本気(マジ)ったら完全な詐欺あの日はもう忘れない最低に最悪な君がくれたサプライズありがとう　ありがとうありがとう　ありがとうありがとう　ありがとうありがとう　ありがとうfuck you very much 心からありがとう感謝しておりますfuck you very much この世の全ての出来事に「本当にありがとう」憎しみからの産物はいつか滅びる忘れよう正義の使者が乗って来た真っ黒いモービル乗り込んで幸せになるよ　僕らには権利があるから邪魔させないよ誰かが何か言ったって僕らは歌える奏でよう体調はどう?完璧だね安定の「不安定」が健在のようhigh and low でも high and highhigh and high and high and high僕の周りの空気にだって感謝してるんだ　いてくれてありがとう何もかも　最高だね最低に背徳な君がくれたサプライズありがとう　ありがとうありがとう　ありがとうありがとう　ありがとうありがとう　ありがとう
153100,"Good morning, MOTHER fxxker",D.I.D.,"good morning,motherfxxk off right now俺はお前に撥ね付けられ笑うことすら許されやしねぇ腹を抱えて指差すお前底にひれ伏せクズ共がこれはお前に手向けた嘘嘘と気づかずむしゃぶりつけクズが集まり馴れ合う罪去ねろ今すぐクズ共が響く声は遠くへ消え意味を殺ぎ歌うことも許されずに目を瞑るもう誰も　もう何も消えてくれただ、此処にある希望灯り消えぬ最期よ飛べどうかまだ最期に一度だけ忘れ得ない此の、灯り消えぬ最期よ飛べ"
286928,拳,山川豊,堕ちるとこまで　堕ちたなら失くすものなど　なにもない口じゃ強がり　叩いたけれど昔　馴染みの　居酒屋の灯りも　そっぽを　向きやがる…… しょっぱいよなあ他人は見た目で　品定め脛に傷持ちゃ　なおのことそれが　世間と　奥歯を噛んでくぐる　ガードの　暗がりで鳴いてる　仔猫を　抱きあげる…… あったかいなあ遅い春でも　花は咲く雨があがれば　陽ものぞく裏を見なけりゃ　見えない表握り拳を　梃子にして人生　かならず　這いあがる…… やるっきゃないなあ
189784,マイヒーロー,ドラマチックアラスカ,かすかに聞こえたのは僕自身のバイタルサイン息すらもう絶え絶えに窓にちらつく少年の影誰より響いたFコード何度も何度も聞き返すそのシルエットは永遠さ全部覚えているまだ消えない消えないでいる憧れの灯は守り続けてる何を言われようとずっと変わらないヒーローを今も信じている嫌でも聞こえるのはどこの誰かも分からぬ声センスレスな目と耳で何を感じ何を思う痛みはいつだってあるのさ乗り越えられるはずもないや積み重ねたその痛みこそ全部強さになるまだ癒えない癒えないでいるあの日の傷は痛み続けてるもう弱くない強くなった今誰かの憧れになれたか擦り切れた大事なレコード傷だらけの腕で抱えて風がその身を切りつけてもその足で立ってる雨のあとに虹はかかるから今は泥にまみれて突き進め
117318,イヤホン,ゴールデンボンバー,今とても辛い状況なんだと　ブログで知ったよ腐った世界に笑顔を殺され　君が泣いている何も出来ないけどいつかこの歌が形になりますように届け僕の声　涙に暮れている君までもう悲しい雲におおわれないように遠くで叫んだ想いが溢れてくよ小さなイヤホンから夢見ろと言ったり踏みにじったり　何信じていいの素直なその目がまた一つ陰る　勝手な世の中だね届け僕の声　独りで震える君までもう誰もその心を痛めないように遠くで奏でた想いが溢れてくよ小さなイヤホンからあぁ君にそんな歌届けばいいのになその時は、どうか笑顔に出来ますように届け僕の声　涙に暮れている君までもう悲しい雲におおわれないように遠くで叫んだ想いが溢れてくよ小さなイヤホンからあぁ君にそんな歌届けばいいのにな
13196,JUDY IS A TANK GIRL,JUDY AND MARY,暗やみに包まれた　金色のステージ押される背中は　沈黙を破るあのコの　穴だらけの耳たぶは今日も　すてきに歌を歌うかしら…？お目覚めの朝には　お決まりのhigh　school　daysいつまで　バカな夢を見ているの!?ママは　ヒステリックにゆうけど…いちかばちかの危ないGameに飛びついて夢の最後を　見届けよう！JUDY　IS　A　PUNK　GIRLおそろいの　足ぶみは　ごめんナノJUDY　IS　A　TANK　GIRL飛び回る　星空に届くまで…窮屈な　世界には　しがみつけないNot　hold　on　fast!聞き分けの　いいコでいなさいってパパは　やさしい笑顔でゆうけど…いつも大切なものは通り過ぎてつかまえることが　できないのJUDY　IS　A　PUNK　GIRLあつすぎて　手に負えないの　Yeah…JUDY　IS　A　PUNK　GIRLおそすぎる　世の中を　飛び越してJUDY　IS　A　PUNK　GIRLJUDY　IS　A　TANK　GIRL星空に届くまでJUDY　IS　A　PUNK　GIRLおそすぎる　世の中を　飛び越して…
204623,産声,flumpool,唐突に舞い降りてきた光いつかの誓い　胸を熱くする想像する未来は色も音も無いああ　そうだ　これは君が描くストーリー僕が上げた　その第一声は歓喜の声か　それとも嘆きかなんだっていい　垂れた雲押しのけ響け高く　届け　未だ見ぬ君にトントンと刻み始めた鼓動モノクロの世界　また少し色づいていく時代は歪み　気がかりはあるそれでも　どうか僕らの元へ短いまつげ　濡らし　まどろむ視界包む体温　信じ　眠ればいい用意した名前は君に似合ってるかな？どんな顔して笑うのかな？君が上げる　その第一声は歓喜の声か　それとも嘆きかなんだっていい　ただそこに居ればつまり　君が彩る世界僕と　君を愛する総てが雲空晴らす　大風起こすからさあ　声上げ　力の限り生命の歌　響け何より高く
121217,どろどろ,THE BARRETT,星の視える夜はあの娘を右手に抱きしめ決まって朝まで呑んだくれてるのさなけなし果たいたら気楽になった気もするが明けたら寒さがちょっとだけ凍みるよ十五で目覚めたら高くも跳ねたくて背伸びをしてみたが大して変わらねえ地道にやるのが俺に似合いだよ少しは報われる時もあるのさはあ必要なだけのお金をくださいよおう馬車馬の様に働けよ直ぐに出来るだろ真夏の夕立も二人には楽しくてまるで子供の様に燥(はしゃ)いでいたものさ正面(まとも)に働いても良い事なんか見つからないが毎月不安になるよかましかなあはあ何時になりゃ給金上げてくれるかなおう何て暢気だね裸で裏から出て行きな俺なら今夜も窓辺であの娘と風を煽(あお)って得意になってるよ
66899,Sweet Suger Jane,HIGHWAY61,よく晴れた朝だった(Sweet Sweet Suger Jane)市場に向かう途中だった(Sweet Sweet Suger Jane)僕らが目にしたものは　ドナドナなんかじゃなかったSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger Janeひとりで踊っていた(Sweet Sweet Suger Jane)楽しそうにしてたんだ(Sweet Sweet Suger Jane)僕らに勇気をおくれよ　いっしょに歌っておくれよSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger JaneSweet Sweet Suger Jane Sweet Sweet Suger Jane
176709,流星,Jazztronik featuring 黒沢薫,ただ floorの壁に　寄りかかってるだけじゃいつまでたっても笑顔になれはしないよもう迷わないで　少しだけ素直になればいいのさJazztronik groovin'　リズムの高なりに合わせて人のざわめきが　溢れ出す　center stage息を弾ませ　飛び込むのさ何もかも　解き放ち　踊れ　最高の夜さ身体を包む　光の渦　まるで流星心解き　思うままに　最高の夜に見つめる瞳の瞬きは　まるで流星シフォンのブラウス　ピンクのネイル歩き出さなきゃ　誰も　気付きはしないよ君を　感じたい　いつまでももっと　感じたい wooJazztronik groovin'　リズムに感情も揺らして音の煌めきが　降り注ぐ　center stage両手広げて　飛び込むのさ何もかも　解き放ち　踊れ　最高の夜さ身体を包む　光の渦　まるで流星心解き　思うままに　最高の夜に見つめる瞳の瞬きは　誰よりも首筋を伝うその汗も　溜め息に濡れるその唇も全てを強く抱きしめたいから　そばにおいで何もかも　解き放ち　踊れ　最高の夜さ身体を包む　光の渦　まるで流星心解き　思うままに　最高の夜に見つめる瞳の瞬きは looking for your starこのまま夜が明けるまでに…見つかるさ　君だけの星が…lalala...
186829,きこえるかい,syrup16g,いつのまにかここはどこだ君は何をしてる乾かぬまま白いシャツは風に揺られ飛ぼうとする大空へ歩道の上うつぶせでも寝れるひんやりしてる渦の中覗き込めば見える恥ずかしい気持ちがそれとなくいいさ　どんな言葉でも受けるよいいさ　どんな言葉でも受けるよ知らせるさ　君にはきこえるかい知らせるさ　君にはきこえるかい
108110,白いマフラー,DEEP,こんなどうしようもない　ボクのことキミは愛してくれたね…ありがとう吐く息が視界を濁(にご)らせて　最後の場面　ぼやけてるよ別れ際 キミは微笑んで「じゃあまたね」って　いつでも逢える様な顔で冬雲(ふゆぐも)の下繋いでいた手を　そっと解(ほど)いて　歩いて行った降りだした初雪が　キミを　白く儚く　遠ざけてく追いかけても　戻らないこと　知ってるから　空見上げた背中から抱きしめるたびに　不意にくるりと前を向いて僕を見つめた　キミの笑顔　きっと忘れられないよ好きになるほどに　愛し合うほどにキミが抱(かか)えてた　寂しさを見ようともしないで身勝手な　言葉ばかり　押し付けたねいつだって キミは微笑んで楽しむことが　下手なボクの心の奥温め続けていてくれたこと　やっと今更　気付いてるんだ降り続く初雪の　色と　同じ色した　キミのマフラー目を凝らして　捜してみても　もうなんにも　もう見えない泣いて振り切れるものならば　いつまでだって泣いてるけど泣けないくらい　悲しすぎて　ただ此処(ここ)に立ちすくむよ幾千の　雪片(ゆき)がボクを　今 空に吸いこんで行く初めての想い　軋(きし)んだ痛み永遠に憶えてるから…降りだした初雪が　キミを　白く儚く　遠ざけてく追いかけても　戻らないこと　知ってるから　空見上げた背中から抱きしめるたびに　不意にくるりと前を向いて僕を見つめた　キミの笑顔　きっと忘れられないよ
243326,ラッキー SMILE,シシレッド／ラッキー(岐洲匠),果てしない未来　目指して行こう宇宙一の幸運身につけてアツイ景色見たいだけさむずかしいこと考えないないな～い夢を信じる力がある限り眩しいドアは必ず開くよラッキーSMILE今日よりもっと遠くへ走り出したスピードも踊るラッキーSMILE運命さえ飛び越えて奇跡　起こせよっしゃ　ラッキー！誰にもある　譲れない夢その続きは自分次第さ胸の奥の熱い想いやると決めたらやるしかないないな～い心折れそうなときもくじけずに明日を信じて輝く未来へラッキーSMILE大空駆け出して行こう笑顔のステージ舞い上がるよラッキーSMILE見たことのない場所まで連れて行くぜよっしゃ　ラッキー！ラッキーSMILE今日よりもっと遠くへ走り出したスピードも踊るラッキーSMILE運命さえ飛び越えて奇跡　起こせよっしゃ　ラッキー！
239172,夢みたい,syrup16g,君が寝た後で　窓の外は雨で痩せた小枝が　震えているよいつか見た海へ　二人は辿り着いて君の口から　さよならを聞く夢みたい　夢みたい夢みたい　夢みたいだ叶わなくて涙溢れて　僕を洗い出して何も知らない　振りするんだろう引き出しの隅で　二人は笑っていて明日の予定を　相談するの夢みたい　夢みたい夢みたい　夢みたいだ叶わなくて　叶わなくて叶わなくてそう夢　そう夢そう夢　そう夢そう夢か
224932,Our days,Hey! Say! JUMP,見上げた空に　舞い上がる花びらたち当たり前の日々に　最後のチャイムが鳴るここから僕ら　それぞれに旅立つんだねサヨナラから始まるように誰もいない教室校庭の隅　思い出は消えないずっと忘れないよ　君とここで会えたこと泣いて笑って　今日まで来れたこと今　門出に立った僕らの夢はいつまでも輝くよ　風と共に走り出す思えば　時を忘れて語り合ったねいつの日も一人じゃなかった遠く離れてても負けないように　エールを送るからほら目の前には　広がってる希望の道新しい扉を開く時きっと　曲がりくねって悩みながら進む先で変わらないその笑顔で　また会おう思い込み上げて涙は零れ落ちる儚いほど綺麗な花ひらひら降り注ぎ僕ら別れの時ずっと忘れないよ　君とここで会えたこと泣いて笑って　今日まで来れたこと今　門出に立った僕らの夢はいつまでも輝くよ　風と共に走り出す夢を乗せて　君へ届け　思い込めて　ありがとう夢を乗せて　明日へ届け　吹き抜ける風と共に
82717,元気を出して,CHIHOMI,涙など見せない　強気なあなたをそんなに悲しませた人は誰なの?終りを告げた恋に　すがるのはやめにしてふりだしから　また始めればいい幸せになりたい気持ちがあるなら明日を見つけることは　とても簡単少しやせたそのからだに似合う服を探して街へ飛び出せばほら　みんな振り返るチャンスは何度でも　訪れてくれるはず彼だけが　男じゃないことに気付いてあなたの小さな mistake いつか想い出に変わる大人への階段をひとつ上ったの人生はあなたが思うほど悪くない早く元気出して　あの笑顔を見せて
113683,100年の恋,國府田マリ子,気晴らしに　ドライブしたほんのまだ　４・５日間海岸は晴れて　とってもいい気持ち昔から友達だしタイプとは言い難いし柔らかな　９月の風のいたずらか恋しているの？　まさかねなぜだか　胸が苦しいわ意外とこんな始まりもあるのかもねあなたに　あなたに　会いたいあなたの画像　次から次に浮かぶのよ恋っていえる？　これってときどき不安　隠せない１００年続く始まりになればいいなあなたに　あなたに　会いたいあなたに　会いたい　あなたにあなたに　会いたい　あなたに
260354,RED,Survive Said The Prophet,"IN SPITE OF HOW THE WORLD DECIDES TO SEE MY LIFEWOULD I STILL HAVE A CHANCE FOR US TO SAY GOOD BYEOVER AND OVER AGAINIF I DECIDE TO BURN INSTEAD OF FADING OUT,I STILL WOULD LIKE THE CHANCE FOR US TO SAY GOOD BYEOVER AND OVER AGAINIF WE CAN BE FOUND,WE SURE CAN GET LOSTTHROUGH ALL THE MADNESS OF FALLING IN LOVEIF WE'RE TRULY LOSTI DON'T WANT TO BE FOUNDHERE DYING ALONETHE STAIN OF RED THAT COLORS THE PAVEMENTPAINTED WITH BLOOD OF SOMEBODY YOU LOVEIS THIS SACRIFICE FOR THE BROKENLOSING THE PUREST OF WHAT'S IN MY HEARTTOO CLOSE BUT FAR ENOUGH FOR ME TO SEETHE VISION OF MY EYES WAS FOOLED BY NO ONE ONLY MEI'LL KEEP MY EYES SHUT PULL THE TRIGGERFORGET TO PRAY BEFORE WE SAY GOODNIGHT"
168511,二人の東京,ジューシィ・フルーツ,サングラス真夜中の赤坂一つ木通り追いかけて　くれるうちが花のタレントどおし結婚なんてしません一緒に住んでるなんていやだな　僕等いつでも良い子よねェ　Kissの味さえも知らないわ清く生きる　さだめなの見つめあうそのしぐさもわざとらしいかしら噂にも　のぼらなくちゃ困るタレントどおし尊敬してるだけですいい人なんですとてもそれしか言えないんですどーしましょねェ　嘘ついてもまもり通すのそれが生きる　さだめなの結婚なんてしません一緒に住んでるなんていやだな　僕等いつでも良い子よねェ　Kissの味さえも知らないわ清く生きる　さだめなのねェ　よくある話じゃないですかどうぞ　そっとしといてね
99835,Christmas Song,織田哲郎,銀色の風の中　溢れるメロディー足早に行き交う　恋人たちも輝かせて星空が描きだす　天使のほほえみ全ての悲しみを洗い流す　そんな夜さMerry Christmas　今夜は君のそばにいてMerry Christmas　変わらぬ愛をつたえようしあわせ降りそそぐように　祈りをこめて思い出は鮮やかに　まだ幼い日々瞳を閉じて待てば　どんな奇跡もかなったねMerry Christmas　今夜は君のそばにいてMerry Christmas　変わらぬ愛をつたえようしあわせ降りそそぐように　祈りをこめてMerry Christmas　今夜は君のそばにいてMerry Christmas　変わらぬ愛をつたえようしあわせ降りそそぐように　祈りをこめてしあわせ降りそそぐように　祈りをこめて
217385,Song for You：Song for Me,伊礼亮,歌うよ君のために Song for You水平線の隙間からかすかに覗いた孤独持て余して握りしめたこの胸の傷口導線上のその先に並んだ星座を繋ぎ浮かび上がる物語が少しだけ優しいけど眠れない夜に一人浮かぶよ　悲しげな瞳の記憶伝えきれなかった言葉もう二度と諦めたくないんだSong for You　聞こえるかなSong for Me　届けるからこの思いを　心込めて歌うよ君のために Song for You心拍数の経験値ここから始まる世界入り口で立ち尽くして少しだけ臆病になるよ傷つけたくなかったそして傷つけられたく無かった答えがわからなくてもこのままで立ち止まれないんだYesterday　昨日までのDay by Day　悲しみさえ置いていくよ　不安だけど振り向かないよきっと　さあ手を振ってYesterday　どんな夜もDay by Day　朝が来るよ前を向いて　歩き出そう行き先の地図なんて　持ってないけど小さな覚悟と勇気　胸に隠してSong for You：Song for Me諦めたくないんだSong for You　聞かせて今Song for Me　君の声を側にいるよ　もう一人じゃ無い約束するよきっと　ずっと一緒だよSong for You　聞こえるかなSong for Me　届けるからこの思いを　心込めて僕に出来る事は　ひとつだけど歌うよ君のために Song for YouSong for Me　歌うよ
57702,HIMAWARI,愛内里菜,どんな日も　太陽に向かいつづける　ひまわりの花精一杯　光浴びて輝くよ　勇気の花傷を負うごとに心に咲かせてきては決して枯らさぬよう　そう　決して折れぬようそれでも些細な思いさえも　むくわれぬ日がありました思い出して　僕たちは描いてくものが奇跡のような　夢のような　ものだとしても思いを遂げる力を信じて　生きてゆく者同志さ幾度と悩んで　迷い積み重ねてきたあの日の失敗や　そう　深い後悔は心の応援席で自分を　支えつづけるものになる忘れないで　僕たちは望んでくものが祈りのような　願いのような　ものだとしても思いを遂げる力を信じて　生きてゆく者同志さどんな日も　太陽に向かいつづける　ひまわりの花揺るぎない信念のように　心に咲かせつづけよう苦しい瞬間　辛い瞬間　なお自分を抱きしめて遂げる力を信じて　生きてゆく者同志さ
109732,卒業,サンタラ,街のウワサをもう君は聞いた?ちょうど同じ事私も思いついてたところよやられたわ　一歩遅かったわ一歩遅かったわなんてさ　肩たたき合ってさ気に入ってるのよこの毎日が笑ってばかりいられるわけじゃないけどポケットにコイン　頭の上に太陽　もしくは月　時々雲　星空いつまで私達こうしていられるのかしら?ずっとこのままいたいけど　そういうことにしてくれないかな花屋の店先であの人の好きな花が咲いてる顔なんて随分おぼろげになったけど妙なことだけ覚えてるものさ大人達は子供に夢中　子供達は猫に夢中　猫は鳩に気を取られていて鳩はポップコーンに夢中　永遠に一方通行ぐるぐる廻って溶けてバターになってそれはお伽話だっけね　それはお伽話だっけねいつまで私達こうしていられるのかしら?ずっとこのままいたいけど　きっとそうもいかないよね君のバイクの後ろに乗せてってくれないか?東京湾の暗闇に何を　何を捨てたのかって訊かないでね　後ろ向いててねこれが初めてじゃないわマボロシみたいに光る橋の上　君にしがみついて好きなのも嫌いなのも行き過ぎると無感覚に近い人々はもしかしてこれを潮時って呼ぶのですか?ずっとこのままいたいけど　きっとそうもいかないね
97975,熱海妻,三沢あけみ,風に追われた　湯けむりに泣いてつかまる　長い夜心細さに　見る月は雲に消される　二十日月ひとり情の　熱海妻月のあかりで　妻と書く名前とかした　なみだ文字こころ寒さに　宿帳を抱いて眠った　波の夜湯気に隠れる　熱海妻一生添えない　宿命(さだめ)でもあなた待つ夜の　うれしさに酔えば咲きます　おんな花梅花(うめ)によりそう　鶯あなた待ちます　熱海妻
101731,かあさんの歌,ペギー葉山,かあさんが夜(よ)なべをして手袋編(てぶくろあ)んでくれた“木枯(こがら)し吹(ふ)いちゃ冷(つめ)たかろうてせっせと編(あ)んだだよ”ふるさとの便(たよ)りは届(とど)くいろりの匂(にお)いがしたかあさんは麻糸(あさいと)つむぐ一日(いちにち)つむぐ“おとうは土間で藁打(わらう)ち仕事(しごと)お前(まえ)もがんばれよ”ふるさとの冬(ふゆ)はさみしいせめてラジオ聞(き)かせたいかあさんのあかぎれ痛(いた)い生味噌(なまみそ)をすりこむ“根雪(ねゆき)もとけりゃもうすぐ春(はる)だで畑(はたけ)が待(ま)ってるよ”小川(おがわ)のせせらぎが聞(き)こえる懐(なつ)かしさがしみとおる
